Period,Scenario,LoadLevel,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
2020,sc01,01-02 13:00:00+01:00,1.4429028,346.296672,57.716112,230.864448,346.296672,115.4322241,144.29028,21.643542,144.29028
2020,sc01,01-02 14:00:00+01:00,1.45462487,349.1099688,58.18499479,232.7399791,349.1099688,116.3699896,145.462487,21.81937305,145.462487
2020,sc01,01-02 15:00:00+01:00,1.497244051,359.338572,59.88976201,239.5590481,359.338572,119.779524,149.7244051,22.45866075,149.7244051
2020,sc01,01-02 16:00:00+01:00,1.546207032,371.0896874,61.84828124,247.393125,371.0896874,123.6965624,154.6207032,23.19310546,154.6207032
2020,sc01,01-02 17:00:00+01:00,1.560784435,374.5882644,62.43137739,249.7255096,374.5882644,124.8627548,156.0784435,23.41176652,156.0784435
2020,sc01,01-02 18:00:00+01:00,1.521327084,365.1185003,60.85308338,243.4123336,365.1185003,121.7061668,152.1327084,22.81990626,152.1327084
2020,sc01,01-02 19:00:00+01:00,1.470106041,352.8254499,58.80424165,235.2169666,352.8254499,117.6084833,147.0106041,22.05159062,147.0106041
2020,sc01,01-02 20:00:00+01:00,1.410412956,338.4991094,56.41651824,225.6660729,338.4991094,112.8330365,141.0412956,21.15619433,141.0412956
2020,sc01,01-02 21:00:00+01:00,1.349665834,323.9198002,53.98663336,215.9465334,323.9198002,107.9732667,134.9665834,20.24498751,134.9665834
2020,sc01,01-02 22:00:00+01:00,1.276453242,306.348778,51.05812966,204.2325187,306.348778,102.1162593,127.6453242,19.14679863,127.6453242
2020,sc01,01-02 23:00:00+01:00,1.206856475,289.645554,48.27425901,193.097036,289.645554,96.54851801,120.6856475,18.10284713,120.6856475
2020,sc01,01-03 00:00:00+01:00,1.166609066,279.9861758,46.66436264,186.6574505,279.9861758,93.32872527,116.6609066,17.49913598,116.6609066
2020,sc01,01-03 01:00:00+01:00,1.136992207,272.8781296,45.47968827,181.9187531,272.8781296,90.95937652,113.6992207,17.0548831,113.6992207
2020,sc01,01-03 02:00:00+01:00,1.118517265,268.4441434,44.74069058,178.9627623,268.4441434,89.48138117,111.8517265,16.77775897,111.8517265
2020,sc01,01-03 03:00:00+01:00,1.123921912,269.7412589,44.95687648,179.8275059,269.7412589,89.91375296,112.3921912,16.85882868,112.3921912
2020,sc01,01-03 04:00:00+01:00,1.16990564,280.7773537,46.79622561,187.1849024,280.7773537,93.59245122,116.990564,17.5485846,116.990564
2020,sc01,01-03 05:00:00+01:00,1.268513127,304.4431506,50.74052509,202.9621003,304.4431506,101.4810502,126.8513127,19.02769691,126.8513127
2020,sc01,01-03 06:00:00+01:00,1.369102895,328.5846947,54.76411578,219.0564631,328.5846947,109.5282315,136.9102895,20.53654341,136.9102895
2020,sc01,01-03 07:00:00+01:00,1.453685437,348.8845049,58.14741748,232.58967,348.8845049,116.2948349,145.3685437,21.80528155,145.3685437
2020,sc01,01-03 08:00:00+01:00,1.501078147,360.2587551,60.04312586,240.1725035,360.2587551,120.0862517,150.1078147,22.5161722,150.1078147
2020,sc01,01-03 09:00:00+01:00,1.530004865,367.2011676,61.20019461,244.8007784,367.2011676,122.4003892,153.0004865,22.95007298,153.0004865
2020,sc01,01-03 10:00:00+01:00,1.533999999,368.16,61.36,245.44,368.16,122.72,153.3999999,23.01,153.3999999
2020,sc01,01-03 11:00:00+01:00,1.521374638,365.1299132,60.85498552,243.419942,365.1299132,121.709971,152.1374638,22.82061957,152.1374638
2020,sc01,01-03 12:00:00+01:00,1.509654946,362.317187,60.38619784,241.5447914,362.317187,120.7723957,150.9654946,22.64482419,150.9654946
2020,sc01,01-03 13:00:00+01:00,1.498118447,359.5484272,59.92473786,239.6989515,359.5484272,119.8494757,149.8118447,22.4717767,149.8118447
2020,sc01,01-03 14:00:00+01:00,1.50986502,362.3676049,60.39460082,241.5784032,362.3676049,120.7892016,150.986502,22.64797531,150.986502
2020,sc01,01-03 15:00:00+01:00,1.550082303,372.0197527,62.00329212,248.0131685,372.0197527,124.0065842,155.0082303,23.25123455,155.0082303
2020,sc01,01-03 16:00:00+01:00,1.598777613,383.7066274,63.95110456,255.8044182,383.7066274,127.9022092,159.8777613,23.98166421,159.8777613
2020,sc01,01-03 17:00:00+01:00,1.611735375,386.8164898,64.46941498,257.8776599,386.8164898,128.9388299,161.1735375,24.17603062,161.1735375
2020,sc01,01-03 18:00:00+01:00,1.567959666,376.3103198,62.71838663,250.8735466,376.3103198,125.4367732,156.7959666,23.51939499,156.7959666
2020,sc01,01-03 19:00:00+01:00,1.506095457,361.4629097,60.24381828,240.9752731,361.4629097,120.4876366,150.6095457,22.59143185,150.6095457
2020,sc01,01-03 20:00:00+01:00,1.441984962,346.0763909,57.67939848,230.7175939,346.0763909,115.358797,144.1984962,21.62977443,144.1984962
2020,sc01,01-03 21:00:00+01:00,1.378261385,330.7827323,55.13045539,220.5218215,330.7827323,110.2609108,137.8261385,20.67392077,137.8261385
2020,sc01,01-03 22:00:00+01:00,1.300209081,312.0501792,52.00836321,208.0334528,312.0501792,104.0167264,130.0209081,19.5031362,130.0209081
2020,sc01,01-03 23:00:00+01:00,1.226982725,294.4758541,49.07930902,196.3172361,294.4758541,98.15861803,122.6982725,18.40474088,122.6982725
2020,sc01,01-04 00:00:00+01:00,1.184439099,284.2653837,47.37756396,189.5102559,284.2653837,94.75512792,118.4439099,17.76658649,118.4439099
2020,sc01,01-04 01:00:00+01:00,1.152772405,276.6653772,46.11089622,184.4435848,276.6653772,92.22179243,115.2772405,17.29158608,115.2772405
2020,sc01,01-04 02:00:00+01:00,1.131557405,271.5737771,45.26229618,181.0491847,271.5737771,90.52459237,113.1557405,16.97336106,113.1557405
2020,sc01,01-04 03:00:00+01:00,1.136087823,272.6610776,45.44351294,181.7740518,272.6610776,90.88702588,113.6087823,17.04131735,113.6087823
2020,sc01,01-04 04:00:00+01:00,1.182070489,283.6969172,47.28281955,189.1312782,283.6969172,94.56563909,118.2070489,17.73105733,118.2070489
2020,sc01,01-04 05:00:00+01:00,1.279018415,306.9644197,51.16073663,204.6429465,306.9644197,102.3214732,127.9018415,19.18527623,127.9018415
2020,sc01,01-04 06:00:00+01:00,1.384690418,332.3257003,55.38761671,221.5504668,332.3257003,110.7752335,138.4690418,20.77035627,138.4690418
2020,sc01,01-04 07:00:00+01:00,1.47233946,353.3614703,58.89357839,235.5743136,353.3614703,117.7871567,147.233946,22.0850919,147.233946
2020,sc01,01-04 08:00:00+01:00,1.516368014,363.9283231,60.65472052,242.6188821,363.9283231,121.309441,151.6368014,22.74552019,151.6368014
2020,sc01,01-04 09:00:00+01:00,1.542132706,370.1118495,61.68530823,246.741233,370.1118495,123.3706165,154.2132706,23.13199059,154.2132706
2020,sc01,01-04 10:00:00+01:00,1.544745406,370.7388973,61.78981621,247.1592649,370.7388973,123.5796324,154.4745406,23.17118108,154.4745406
2020,sc01,01-04 11:00:00+01:00,1.529534282,367.0882276,61.18137126,244.7254851,367.0882276,122.3627425,152.9534282,22.94301423,152.9534282
2020,sc01,01-04 12:00:00+01:00,1.519381336,364.6515208,60.77525346,243.1010139,364.6515208,121.5505069,151.9381336,22.79072005,151.9381336
2020,sc01,01-04 13:00:00+01:00,1.509460396,362.2704951,60.37841586,241.5136634,362.2704951,120.7568317,150.9460396,22.64190595,150.9460396
2020,sc01,01-04 14:00:00+01:00,1.519153416,364.5968197,60.76613662,243.0645465,364.5968197,121.5322733,151.9153416,22.78730123,151.9153416
2020,sc01,01-04 15:00:00+01:00,1.554018107,372.9643459,62.16072432,248.6428973,372.9643459,124.3214487,155.4018107,23.31027162,155.4018107
2020,sc01,01-04 16:00:00+01:00,1.599739229,383.937415,63.98956916,255.9582766,383.937415,127.9791383,159.9739229,23.99608844,159.9739229
2020,sc01,01-04 17:00:00+01:00,1.612872267,387.0893439,64.51489065,258.0595625,387.0893439,129.0297813,161.2872267,24.19308399,161.2872267
2020,sc01,01-04 18:00:00+01:00,1.565481179,375.715483,62.61924716,250.4769886,375.715483,125.2384944,156.5481179,23.48221768,156.5481179
2020,sc01,01-04 19:00:00+01:00,1.505468367,361.3124079,60.21873466,240.8749387,361.3124079,120.4374694,150.5468367,22.5820255,150.5468367
2020,sc01,01-04 20:00:00+01:00,1.440460957,345.7106298,57.6184383,230.4737532,345.7106298,115.2368766,144.0460957,21.60691436,144.0460957
2020,sc01,01-04 21:00:00+01:00,1.377835221,330.6804532,55.11340887,220.4536355,330.6804532,110.2268177,137.7835221,20.66752832,137.7835221
2020,sc01,01-04 22:00:00+01:00,1.30397014,312.9528336,52.1588056,208.6352224,312.9528336,104.3176112,130.397014,19.5595521,130.397014
2020,sc01,01-04 23:00:00+01:00,1.229452793,295.0686702,49.1781117,196.7124468,295.0686702,98.35622338,122.9452793,18.44179189,122.9452793
2020,sc01,01-05 00:00:00+01:00,1.188551495,285.2523588,47.5420598,190.1682391,285.2523588,95.08411959,118.8551495,17.82827243,118.8551495
2020,sc01,01-05 01:00:00+01:00,1.157233927,277.7361426,46.2893571,185.1574284,277.7361426,92.57871422,115.7233927,17.35850892,115.7233927
2020,sc01,01-05 02:00:00+01:00,1.136849099,272.8437836,45.47396394,181.8958558,272.8437836,90.94792788,113.6849099,17.05273648,113.6849099
2020,sc01,01-05 03:00:00+01:00,1.140975369,273.8340886,45.63901476,182.5560591,273.8340886,91.27802951,114.0975369,17.11463053,114.0975369
2020,sc01,01-05 04:00:00+01:00,1.18242686,283.7824464,47.2970744,189.1882975,283.7824464,94.59414879,118.242686,17.7364029,118.242686
2020,sc01,01-05 05:00:00+01:00,1.281473014,307.5535233,51.25892055,205.0356822,307.5535233,102.5178411,128.1473014,19.2220952,128.1473014
2020,sc01,01-05 06:00:00+01:00,1.384159246,332.1982189,55.36636982,221.4654793,332.1982189,110.7327396,138.4159246,20.76238868,138.4159246
2020,sc01,01-05 07:00:00+01:00,1.471181616,353.083588,58.84726467,235.3890586,353.083588,117.6945294,147.1181616,22.06772425,147.1181616
2020,sc01,01-05 08:00:00+01:00,1.513116559,363.1479741,60.52466235,242.0986494,363.1479741,121.0493247,151.3116559,22.69674838,151.3116559
2020,sc01,01-05 09:00:00+01:00,1.538112676,369.1470421,61.52450702,246.0980281,369.1470421,123.049014,153.8112676,23.07169014,153.8112676
2020,sc01,01-05 10:00:00+01:00,1.538372877,369.2094904,61.53491508,246.1396604,369.2094904,123.0698302,153.8372877,23.07559316,153.8372877
2020,sc01,01-05 11:00:00+01:00,1.517467114,364.1921073,60.69868454,242.7947382,364.1921073,121.3973691,151.7467114,22.76200671,151.7467114
2020,sc01,01-05 12:00:00+01:00,1.49932183,359.837239,59.97287316,239.8914926,359.837239,119.9457464,149.932183,22.48982744,149.932183
2020,sc01,01-05 13:00:00+01:00,1.481453613,355.5488672,59.25814454,237.0325781,355.5488672,118.5162891,148.1453613,22.2218042,148.1453613
2020,sc01,01-05 14:00:00+01:00,1.488753659,357.300878,59.55014633,238.2005853,357.300878,119.1002926,148.8753659,22.33130488,148.8753659
2020,sc01,01-05 15:00:00+01:00,1.519774716,364.7459318,60.79098862,243.1639544,364.7459318,121.5819772,151.9774716,22.79662074,151.9774716
2020,sc01,01-05 16:00:00+01:00,1.561938557,374.8652538,62.4775423,249.9101692,374.8652538,124.9550847,156.1938557,23.42907837,156.1938557
2020,sc01,01-05 17:00:00+01:00,1.570944597,377.0267032,62.83778388,251.3511355,377.0267032,125.6755677,157.0944597,23.56416896,157.0944597
2020,sc01,01-05 18:00:00+01:00,1.518403693,364.4168864,60.73614773,242.9445909,364.4168864,121.4722955,151.8403693,22.7760554,151.8403693
2020,sc01,01-05 19:00:00+01:00,1.458273004,349.9855209,58.33092016,233.3236806,349.9855209,116.6618404,145.8273004,21.87409506,145.8273004
2020,sc01,01-05 20:00:00+01:00,1.395890938,335.0138251,55.83563752,223.3425501,335.0138251,111.671275,139.5890938,20.93836407,139.5890938
2020,sc01,01-05 21:00:00+01:00,1.341893583,322.05446,53.67574333,214.7029733,322.05446,107.3514866,134.1893583,20.12840375,134.1893583
2020,sc01,01-05 22:00:00+01:00,1.275162976,306.0391143,51.00651905,204.0260762,306.0391143,102.0130381,127.5162976,19.12744464,127.5162976
2020,sc01,01-05 23:00:00+01:00,1.204890335,289.1736804,48.1956134,192.7824536,289.1736804,96.39122681,120.4890335,18.07335503,120.4890335
2020,sc01,01-06 00:00:00+01:00,1.160131416,278.43154,46.40525666,185.6210266,278.43154,92.81051331,116.0131416,17.40197125,116.0131416
2020,sc01,01-06 01:00:00+01:00,1.120750572,268.9801371,44.83002285,179.3200914,268.9801371,89.6600457,112.0750572,16.81125856,112.0750572
2020,sc01,01-06 02:00:00+01:00,1.088581685,261.2596044,43.54326741,174.1730696,261.2596044,87.0865348,108.8581685,16.32872527,108.8581685
2020,sc01,01-06 03:00:00+01:00,1.068564892,256.455574,42.74259568,170.9703827,256.455574,85.48519134,106.8564892,16.02847337,106.8564892
2020,sc01,01-06 04:00:00+01:00,1.062298855,254.9517253,42.49195421,169.9678168,254.9517253,84.98390842,106.2298855,15.93448283,106.2298855
2020,sc01,01-06 05:00:00+01:00,1.089861069,261.5666566,43.59444276,174.377771,261.5666566,87.18888553,108.9861069,16.34791604,108.9861069
2020,sc01,01-06 06:00:00+01:00,1.131449682,271.5479237,45.25798728,181.0319491,271.5479237,90.51597456,113.1449682,16.97174523,113.1449682
2020,sc01,01-06 07:00:00+01:00,1.182369712,283.7687309,47.29478848,189.1791539,283.7687309,94.58957695,118.2369712,17.73554567,118.2369712
2020,sc01,01-06 08:00:00+01:00,1.243032049,298.3276918,49.72128195,198.8851278,298.3276918,99.4425639,124.3032049,18.64548073,124.3032049
2020,sc01,01-06 09:00:00+01:00,1.286894445,308.8546668,51.47577779,205.9031112,308.8546668,102.9515556,128.6894445,19.30341667,128.6894445
2020,sc01,01-06 10:00:00+01:00,1.30827191,313.9852585,52.33087642,209.3235057,313.9852585,104.6617528,130.827191,19.62407866,130.827191
2020,sc01,01-06 11:00:00+01:00,1.307520566,313.8049357,52.30082263,209.2032906,313.8049357,104.6016453,130.7520566,19.61280849,130.7520566
2020,sc01,01-06 12:00:00+01:00,1.284506617,308.2815881,51.38026469,205.5210587,308.2815881,102.7605294,128.4506617,19.26759926,128.4506617
2020,sc01,01-06 13:00:00+01:00,1.271098161,305.0635588,50.84392646,203.3757058,305.0635588,101.6878529,127.1098161,19.06647243,127.1098161
2020,sc01,01-06 14:00:00+01:00,1.276231811,306.2956345,51.04927242,204.1970897,306.2956345,102.0985448,127.6231811,19.14347716,127.6231811
2020,sc01,01-06 15:00:00+01:00,1.318632357,316.4717656,52.74529426,210.9811771,316.4717656,105.4905885,131.8632357,19.77948535,131.8632357
2020,sc01,01-06 16:00:00+01:00,1.37722746,330.5345905,55.08909842,220.3563936,330.5345905,110.1781968,137.722746,20.65841191,137.722746
2020,sc01,01-06 17:00:00+01:00,1.407502767,337.8006642,56.3001107,225.2004428,337.8006642,112.6002214,140.7502767,21.11254152,140.7502767
2020,sc01,01-06 18:00:00+01:00,1.380386129,331.2926711,55.21544519,220.8617807,331.2926711,110.4308904,138.0386129,20.70579194,138.0386129
2020,sc01,01-06 19:00:00+01:00,1.33820019,321.1680454,53.52800757,214.1120302,321.1680454,107.0560151,133.820019,20.07300284,133.820019
2020,sc01,01-06 20:00:00+01:00,1.294481405,310.6755372,51.77925619,207.1170247,310.6755372,103.5585124,129.4481405,19.41722108,129.4481405
2020,sc01,01-06 21:00:00+01:00,1.254394782,301.0547477,50.17579129,200.7031652,301.0547477,100.3515826,125.4394782,18.81592173,125.4394782
2020,sc01,01-06 22:00:00+01:00,1.199235808,287.8165939,47.96943232,191.8777293,287.8165939,95.93886465,119.9235808,17.98853713,119.9235808
2020,sc01,01-06 23:00:00+01:00,1.137134,272.91216,45.48535999,181.94144,272.91216,90.97071998,113.7134,17.05700999,113.7134
2020,sc01,01-07 00:00:00+01:00,1.096194996,263.0867988,43.84779981,175.3911993,263.0867988,87.69559962,109.6194995,16.44292493,109.6194995
2020,sc01,01-07 01:00:00+01:00,1.055056295,253.2135106,42.20225176,168.8090071,253.2135106,84.40450354,105.5056294,15.82584441,105.5056294
2020,sc01,01-07 02:00:00+01:00,1.025047258,246.0113421,41.00189034,164.0075614,246.0113421,82.00378068,102.5047259,15.37570888,102.5047259
2020,sc01,01-07 03:00:00+01:00,1.006929751,241.6631402,40.27719003,161.1087601,241.6631402,80.55438006,100.6929751,15.10394626,100.6929751
2020,sc01,01-07 04:00:00+01:00,0.996854933,239.245184,39.87419733,159.4967893,239.245184,79.74839465,99.68549331,14.952824,99.68549331
2020,sc01,01-07 05:00:00+01:00,1.012432386,242.9837727,40.49729545,161.9891819,242.9837727,80.99459091,101.2432386,15.1864858,101.2432386
2020,sc01,01-07 06:00:00+01:00,1.042788115,250.2691476,41.71152459,166.8460983,250.2691476,83.42304918,104.2788115,15.64182172,104.2788115
2020,sc01,01-07 07:00:00+01:00,1.083552318,260.0525564,43.34209273,173.3683709,260.0525564,86.68418547,108.3552318,16.25328477,108.3552318
2020,sc01,01-07 08:00:00+01:00,1.138880722,273.3313734,45.55522891,182.2209156,273.3313734,91.1104578,113.8880722,17.08321084,113.8880722
2020,sc01,01-07 09:00:00+01:00,1.194231281,286.6155075,47.76925124,191.077005,286.6155075,95.53850249,119.4231281,17.91346922,119.4231281
2020,sc01,01-07 10:00:00+01:00,1.225587982,294.1411157,49.02351928,196.0940772,294.1411157,98.04703857,122.5587982,18.38381973,122.5587982
2020,sc01,01-07 11:00:00+01:00,1.233919099,296.1405835,49.35676392,197.4270557,296.1405835,98.71352784,123.3919099,18.50878647,123.3919099
2020,sc01,01-07 12:00:00+01:00,1.219707073,292.7296975,48.78828291,195.1531316,292.7296975,97.57656581,121.9707073,18.29560609,121.9707073
2020,sc01,01-07 13:00:00+01:00,1.208302744,289.9926586,48.33210976,193.328439,289.9926586,96.66421952,120.8302744,18.12454116,120.8302744
2020,sc01,01-07 14:00:00+01:00,1.215496912,291.7192589,48.61987649,194.479506,291.7192589,97.239753,121.5496912,18.23245369,121.5496912
2020,sc01,01-07 15:00:00+01:00,1.266255288,303.9012692,50.65021154,202.6008461,303.9012692,101.3004231,126.6255288,18.99382933,126.6255288
2020,sc01,01-07 16:00:00+01:00,1.342487526,322.1970062,53.69950104,214.7980042,322.1970062,107.3990021,134.2487526,20.13731289,134.2487526
2020,sc01,01-07 17:00:00+01:00,1.378086835,330.7408405,55.12347342,220.4938937,330.7408405,110.2469468,137.8086835,20.67130253,137.8086835
2020,sc01,01-07 18:00:00+01:00,1.366597582,327.9834196,54.66390327,218.6556131,327.9834196,109.3278066,136.6597582,20.49896373,136.6597582
2020,sc01,01-07 19:00:00+01:00,1.338290625,321.18975,53.53162499,214.1265,321.18975,107.06325,133.8290625,20.07435937,133.8290625
2020,sc01,01-07 20:00:00+01:00,1.301740638,312.417753,52.0696255,208.278502,312.417753,104.139251,130.1740638,19.52610956,130.1740638
2020,sc01,01-07 21:00:00+01:00,1.254337663,301.0410389,50.17350648,200.694026,301.0410389,100.347013,125.4337663,18.81506493,125.4337663
2020,sc01,01-07 22:00:00+01:00,1.186349266,284.7238238,47.45397063,189.8158825,284.7238238,94.90794127,118.6349266,17.79523899,118.6349266
2020,sc01,01-07 23:00:00+01:00,1.122141957,269.3140699,44.88567831,179.5427132,269.3140699,89.77135662,112.2141957,16.83212937,112.2141957
2020,sc01,01-08 00:00:00+01:00,1.094802601,262.7526244,43.79210407,175.1684163,262.7526244,87.58420814,109.4802602,16.42203903,109.4802602
2020,sc01,01-08 01:00:00+01:00,1.070450499,256.9081197,42.81801995,171.2720798,256.9081197,85.6360399,107.0450499,16.05675748,107.0450499
2020,sc01,01-08 02:00:00+01:00,1.057171444,253.7211467,42.28685778,169.1474311,253.7211467,84.57371556,105.7171444,15.85757166,105.7171444
2020,sc01,01-08 03:00:00+01:00,1.074395339,257.8548812,42.97581354,171.9032542,257.8548812,85.95162709,107.4395339,16.11593008,107.4395339
2020,sc01,01-08 04:00:00+01:00,1.15075611,276.1814664,46.03024441,184.1209777,276.1814664,92.06048883,115.075611,17.26134166,115.075611
2020,sc01,01-08 05:00:00+01:00,1.292249329,310.1398389,51.68997316,206.7598926,310.1398389,103.3799463,129.2249329,19.38373994,129.2249329
2020,sc01,01-08 06:00:00+01:00,1.423397514,341.6154035,56.93590057,227.7436022,341.6154035,113.8718011,142.3397514,21.35096271,142.3397514
2020,sc01,01-08 07:00:00+01:00,1.509251917,362.2204599,60.37007666,241.4803067,362.2204599,120.7401533,150.9251917,22.63877875,150.9251917
2020,sc01,01-08 08:00:00+01:00,1.539542497,369.4901991,61.58169986,246.3267994,369.4901991,123.1633997,153.9542497,23.09313745,153.9542497
2020,sc01,01-08 09:00:00+01:00,1.56007021,374.4168504,62.40280839,249.6112335,374.4168504,124.8056168,156.007021,23.40105315,156.007021
2020,sc01,01-08 10:00:00+01:00,1.558769735,374.1047363,62.35078937,249.4031575,374.1047363,124.7015788,155.8769735,23.38154601,155.8769735
2020,sc01,01-08 11:00:00+01:00,1.546107757,371.0658615,61.84431025,247.377241,371.0658615,123.6886206,154.6107757,23.19161635,154.6107757
2020,sc01,01-08 12:00:00+01:00,1.541683353,370.0040049,61.66733415,246.6693365,370.0040049,123.3346683,154.1683353,23.1252503,154.1683353
2020,sc01,01-08 13:00:00+01:00,1.530475728,367.3141748,61.21902914,244.8761165,367.3141748,122.4380583,153.0475728,22.95713593,153.0475728
2020,sc01,01-08 14:00:00+01:00,1.537268882,368.9445315,61.49075525,245.963021,368.9445315,122.9815105,153.7268882,23.05903322,153.7268882
2020,sc01,01-08 15:00:00+01:00,1.572932556,377.5038134,62.91730223,251.6692089,377.5038134,125.8346045,157.2932556,23.59398834,157.2932556
2020,sc01,01-08 16:00:00+01:00,1.613710159,387.2904379,64.54840633,258.1936254,387.2904379,129.0968127,161.3710159,24.20565237,161.3710159
2020,sc01,01-08 17:00:00+01:00,1.621019686,389.0447245,64.84078743,259.3631498,389.0447245,129.6815749,162.1019686,24.31529529,162.1019686
2020,sc01,01-08 18:00:00+01:00,1.567879133,376.2909918,62.7151653,250.8606613,376.2909918,125.4303306,156.7879133,23.51818699,156.7879133
