Period,Scenario,LoadLevel,Nuclear,DomesticCoal_Anthracite,BrownLignite,ImportedCoal_SubBituminous,ImportedCoal_Bituminous,CCGT_1,CCGT_2,CCGT_3,CCGT_4,OCGT_1,OCGT_2,OCGT_3,FuelOilGas,WindFarm_1,SolarPV_1,ESS1,CCGT_5,CCGT_6,CCGT_7,CCGT_8,SolarPV_2
2020,sc01,01-01 00:00:00+01:00,,,,,,,,,,,,,,157.075,0,,,,,,0
2020,sc01,01-01 01:00:00+01:00,,,,,,,,,,,,,,144.7056,0,,,,,,0
2020,sc01,01-01 02:00:00+01:00,,,,,,,,,,,,,,134.218275,0,,,,,,0
2020,sc01,01-01 03:00:00+01:00,,,,,,,,,,,,,,128.7664,0,,,,,,0
2020,sc01,01-01 04:00:00+01:00,,,,,,,,,,,,,,120.8925,0,,,,,,0
2020,sc01,01-01 05:00:00+01:00,,,,,,,,,,,,,,112.445125,0,,,,,,0
2020,sc01,01-01 06:00:00+01:00,,,,,,,,,,,,,,106.736175,0,,,,,,0
2020,sc01,01-01 07:00:00+01:00,,,,,,,,,,,,,,96.856325,0.04755,,,,,,0.04755
2020,sc01,01-01 08:00:00+01:00,,,,,,,,,,,,,,87.694875,0.8972,,,,,,0.8972
2020,sc01,01-01 09:00:00+01:00,,,,,,,,,,,,,,73.9853,19.620825,,,,,,19.620825
2020,sc01,01-01 10:00:00+01:00,,,,,,,,,,,,,,65.00585,49.692825,,,,,,49.692825
2020,sc01,01-01 11:00:00+01:00,,,,,,,,,,,,,,67.159275,68.119825,,,,,,68.119825
2020,sc01,01-01 12:00:00+01:00,,,,,,,,,,,,,,70.632225,76.5494,,,,,,76.5494
2020,sc01,01-01 13:00:00+01:00,,,,,,,,,,,,,,71.645425,77.670475,,,,,,77.670475
2020,sc01,01-01 14:00:00+01:00,,,,,,,,,,,,,,72.1197,73.54155,,,,,,73.54155
2020,sc01,01-01 15:00:00+01:00,,,,,,,,,,,,,,66.24845,61.90465,,,,,,61.90465
2020,sc01,01-01 16:00:00+01:00,,,,,,,,,,,,,,62.664275,38.19285,,,,,,38.19285
2020,sc01,01-01 17:00:00+01:00,,,,,,,,,,,,,,66.448,8.62515,,,,,,8.62515
2020,sc01,01-01 18:00:00+01:00,,,,,,,,,,,,,,68.008625,0.040125,,,,,,0.040125
2020,sc01,01-01 19:00:00+01:00,,,,,,,,,,,,,,71.664325,0,,,,,,0
2020,sc01,01-01 20:00:00+01:00,,,,,,,,,,,,,,76.49085,0,,,,,,0
2020,sc01,01-01 21:00:00+01:00,,,,,,,,,,,,,,82.8753,0,,,,,,0
2020,sc01,01-01 22:00:00+01:00,,,,,,,,,,,,,,86.070825,0,,,,,,0
2020,sc01,01-01 23:00:00+01:00,,,,,,,,,,,,,,86.37745,0,,,,,,0
2020,sc01,01-02 00:00:00+01:00,,,,,,,,,,,,,,82.447875,0,,,,,,0
2020,sc01,01-02 01:00:00+01:00,,,,,,,,,,,,,,75.531725,0,,,,,,0
2020,sc01,01-02 02:00:00+01:00,,,,,,,,,,,,,,73.82505,0,,,,,,0
2020,sc01,01-02 03:00:00+01:00,,,,,,,,,,,,,,69.21735,0,,,,,,0
2020,sc01,01-02 04:00:00+01:00,,,,,,,,,,,,,,71.969075,0,,,,,,0
2020,sc01,01-02 05:00:00+01:00,,,,,,,,,,,,,,76.3894,0,,,,,,0
2020,sc01,01-02 06:00:00+01:00,,,,,,,,,,,,,,77.010675,0,,,,,,0
2020,sc01,01-02 07:00:00+01:00,,,,,,,,,,,,,,80.64685,0.048825,,,,,,0.048825
2020,sc01,01-02 08:00:00+01:00,,,,,,,,,,,,,,75.846275,1.09305,,,,,,1.09305
2020,sc01,01-02 09:00:00+01:00,,,,,,,,,,,,,,69.022375,21.06315,,,,,,21.06315
2020,sc01,01-02 10:00:00+01:00,,,,,,,,,,,,,,55.480775,50.20345,,,,,,50.20345
2020,sc01,01-02 11:00:00+01:00,,,,,,,,,,,,,,43.867975,67.392975,,,,,,67.392975
2020,sc01,01-02 12:00:00+01:00,,,,,,,,,,,,,,35.6382,74.4203,,,,,,74.4203
2020,sc01,01-02 13:00:00+01:00,,,,,,,,,,,,,,33.554875,74.127325,,,,,,74.127325
2020,sc01,01-02 14:00:00+01:00,,,,,,,,,,,,,,33.443825,68.30635,,,,,,68.30635
2020,sc01,01-02 15:00:00+01:00,,,,,,,,,,,,,,37.132775,55.007575,,,,,,55.007575
2020,sc01,01-02 16:00:00+01:00,,,,,,,,,,,,,,41.31305,31.9986,,,,,,31.9986
2020,sc01,01-02 17:00:00+01:00,,,,,,,,,,,,,,46.6441,6.9971,,,,,,6.9971
2020,sc01,01-02 18:00:00+01:00,,,,,,,,,,,,,,46.718625,0.0478,,,,,,0.0478
2020,sc01,01-02 19:00:00+01:00,,,,,,,,,,,,,,45.963725,0,,,,,,0
2020,sc01,01-02 20:00:00+01:00,,,,,,,,,,,,,,43.373025,0,,,,,,0
2020,sc01,01-02 21:00:00+01:00,,,,,,,,,,,,,,45.382225,0,,,,,,0
2020,sc01,01-02 22:00:00+01:00,,,,,,,,,,,,,,49.2963,0,,,,,,0
2020,sc01,01-02 23:00:00+01:00,,,,,,,,,,,,,,48.05865,0,,,,,,0
2020,sc01,01-03 00:00:00+01:00,,,,,,,,,,,,,,46.58765,0,,,,,,0
2020,sc01,01-03 01:00:00+01:00,,,,,,,,,,,,,,49.796275,0,,,,,,0
2020,sc01,01-03 02:00:00+01:00,,,,,,,,,,,,,,55.931125,0,,,,,,0
2020,sc01,01-03 03:00:00+01:00,,,,,,,,,,,,,,60.244625,0,,,,,,0
2020,sc01,01-03 04:00:00+01:00,,,,,,,,,,,,,,65.460075,0,,,,,,0
2020,sc01,01-03 05:00:00+01:00,,,,,,,,,,,,,,70.013075,0,,,,,,0
2020,sc01,01-03 06:00:00+01:00,,,,,,,,,,,,,,76.2804,0,,,,,,0
2020,sc01,01-03 07:00:00+01:00,,,,,,,,,,,,,,81.218875,0.048925,,,,,,0.048925
2020,sc01,01-03 08:00:00+01:00,,,,,,,,,,,,,,82.57045,1.069925,,,,,,1.069925
2020,sc01,01-03 09:00:00+01:00,,,,,,,,,,,,,,87.144025,21.155425,,,,,,21.155425
2020,sc01,01-03 10:00:00+01:00,,,,,,,,,,,,,,85.511275,52.4931,,,,,,52.4931
2020,sc01,01-03 11:00:00+01:00,,,,,,,,,,,,,,79.298025,69.846375,,,,,,69.846375
2020,sc01,01-03 12:00:00+01:00,,,,,,,,,,,,,,73.565525,76.585325,,,,,,76.585325
2020,sc01,01-03 13:00:00+01:00,,,,,,,,,,,,,,78.352275,77.533325,,,,,,77.533325
2020,sc01,01-03 14:00:00+01:00,,,,,,,,,,,,,,85.09085,73.313125,,,,,,73.313125
2020,sc01,01-03 15:00:00+01:00,,,,,,,,,,,,,,89.799875,62.25485,,,,,,62.25485
2020,sc01,01-03 16:00:00+01:00,,,,,,,,,,,,,,96.3553,38.9692,,,,,,38.9692
2020,sc01,01-03 17:00:00+01:00,,,,,,,,,,,,,,109.1864,9.23575,,,,,,9.23575
2020,sc01,01-03 18:00:00+01:00,,,,,,,,,,,,,,119.52315,0.052275,,,,,,0.052275
2020,sc01,01-03 19:00:00+01:00,,,,,,,,,,,,,,122.5767,0,,,,,,0
2020,sc01,01-03 20:00:00+01:00,,,,,,,,,,,,,,125.398625,0,,,,,,0
2020,sc01,01-03 21:00:00+01:00,,,,,,,,,,,,,,129.46855,0,,,,,,0
2020,sc01,01-03 22:00:00+01:00,,,,,,,,,,,,,,127.5235,0,,,,,,0
2020,sc01,01-03 23:00:00+01:00,,,,,,,,,,,,,,127.2701,0,,,,,,0
2020,sc01,01-04 00:00:00+01:00,,,,,,,,,,,,,,129.23585,0,,,,,,0
2020,sc01,01-04 01:00:00+01:00,,,,,,,,,,,,,,125.255575,0,,,,,,0
2020,sc01,01-04 02:00:00+01:00,,,,,,,,,,,,,,126.725025,0,,,,,,0
2020,sc01,01-04 03:00:00+01:00,,,,,,,,,,,,,,127.15775,0,,,,,,0
2020,sc01,01-04 04:00:00+01:00,,,,,,,,,,,,,,130.514425,0,,,,,,0
2020,sc01,01-04 05:00:00+01:00,,,,,,,,,,,,,,128.9524,0,,,,,,0
2020,sc01,01-04 06:00:00+01:00,,,,,,,,,,,,,,129.98725,0,,,,,,0
2020,sc01,01-04 07:00:00+01:00,,,,,,,,,,,,,,127.198725,0.048275,,,,,,0.048275
2020,sc01,01-04 08:00:00+01:00,,,,,,,,,,,,,,124.0806,0.98945,,,,,,0.98945
2020,sc01,01-04 09:00:00+01:00,,,,,,,,,,,,,,117.08765,20.0429,,,,,,20.0429
2020,sc01,01-04 10:00:00+01:00,,,,,,,,,,,,,,107.85625,50.27845,,,,,,50.27845
2020,sc01,01-04 11:00:00+01:00,,,,,,,,,,,,,,100.003525,67.855375,,,,,,67.855375
2020,sc01,01-04 12:00:00+01:00,,,,,,,,,,,,,,95.503075,75.362375,,,,,,75.362375
2020,sc01,01-04 13:00:00+01:00,,,,,,,,,,,,,,92.3446,76.355625,,,,,,76.355625
2020,sc01,01-04 14:00:00+01:00,,,,,,,,,,,,,,89.079775,72.285375,,,,,,72.285375
2020,sc01,01-04 15:00:00+01:00,,,,,,,,,,,,,,85.3837,61.511975,,,,,,61.511975
2020,sc01,01-04 16:00:00+01:00,,,,,,,,,,,,,,80.9369,38.773775,,,,,,38.773775
2020,sc01,01-04 17:00:00+01:00,,,,,,,,,,,,,,81.771275,9.36555,,,,,,9.36555
2020,sc01,01-04 18:00:00+01:00,,,,,,,,,,,,,,91.694525,0.06195,,,,,,0.06195
2020,sc01,01-04 19:00:00+01:00,,,,,,,,,,,,,,93.9682,0,,,,,,0
2020,sc01,01-04 20:00:00+01:00,,,,,,,,,,,,,,89.066575,0,,,,,,0
2020,sc01,01-04 21:00:00+01:00,,,,,,,,,,,,,,78.483875,0,,,,,,0
2020,sc01,01-04 22:00:00+01:00,,,,,,,,,,,,,,66.7651,0,,,,,,0
2020,sc01,01-04 23:00:00+01:00,,,,,,,,,,,,,,50.02975,0,,,,,,0
2020,sc01,01-05 00:00:00+01:00,,,,,,,,,,,,,,37.7609,0,,,,,,0
2020,sc01,01-05 01:00:00+01:00,,,,,,,,,,,,,,30.20635,0,,,,,,0
2020,sc01,01-05 02:00:00+01:00,,,,,,,,,,,,,,28.1001,0,,,,,,0
2020,sc01,01-05 03:00:00+01:00,,,,,,,,,,,,,,28.16045,0,,,,,,0
2020,sc01,01-05 04:00:00+01:00,,,,,,,,,,,,,,26.66385,0,,,,,,0
2020,sc01,01-05 05:00:00+01:00,,,,,,,,,,,,,,25.36375,0,,,,,,0
2020,sc01,01-05 06:00:00+01:00,,,,,,,,,,,,,,29.7728,0,,,,,,0
2020,sc01,01-05 07:00:00+01:00,,,,,,,,,,,,,,34.514625,0.047475,,,,,,0.047475
2020,sc01,01-05 08:00:00+01:00,,,,,,,,,,,,,,39.494725,0.867275,,,,,,0.867275
2020,sc01,01-05 09:00:00+01:00,,,,,,,,,,,,,,39.9516,17.364125,,,,,,17.364125
2020,sc01,01-05 10:00:00+01:00,,,,,,,,,,,,,,36.855175,43.892575,,,,,,43.892575
2020,sc01,01-05 11:00:00+01:00,,,,,,,,,,,,,,32.63115,59.364575,,,,,,59.364575
2020,sc01,01-05 12:00:00+01:00,,,,,,,,,,,,,,30.2444,66.657775,,,,,,66.657775
2020,sc01,01-05 13:00:00+01:00,,,,,,,,,,,,,,31.2469,68.914075,,,,,,68.914075
2020,sc01,01-05 14:00:00+01:00,,,,,,,,,,,,,,32.815175,66.2004,,,,,,66.2004
2020,sc01,01-05 15:00:00+01:00,,,,,,,,,,,,,,32.74595,56.984875,,,,,,56.984875
2020,sc01,01-05 16:00:00+01:00,,,,,,,,,,,,,,33.204475,36.0849,,,,,,36.0849
2020,sc01,01-05 17:00:00+01:00,,,,,,,,,,,,,,35.033625,8.645225,,,,,,8.645225
2020,sc01,01-05 18:00:00+01:00,,,,,,,,,,,,,,40.4391,0.049825,,,,,,0.049825
2020,sc01,01-05 19:00:00+01:00,,,,,,,,,,,,,,43.909375,0,,,,,,0
2020,sc01,01-05 20:00:00+01:00,,,,,,,,,,,,,,43.341325,0,,,,,,0
2020,sc01,01-05 21:00:00+01:00,,,,,,,,,,,,,,42.877325,0,,,,,,0
2020,sc01,01-05 22:00:00+01:00,,,,,,,,,,,,,,45.733025,0,,,,,,0
2020,sc01,01-05 23:00:00+01:00,,,,,,,,,,,,,,52.701975,0,,,,,,0
2020,sc01,01-06 00:00:00+01:00,,,,,,,,,,,,,,59.09125,0,,,,,,0
2020,sc01,01-06 01:00:00+01:00,,,,,,,,,,,,,,67.212525,0,,,,,,0
2020,sc01,01-06 02:00:00+01:00,,,,,,,,,,,,,,70.184875,0,,,,,,0
2020,sc01,01-06 03:00:00+01:00,,,,,,,,,,,,,,74.993825,0,,,,,,0
2020,sc01,01-06 04:00:00+01:00,,,,,,,,,,,,,,80.15505,0,,,,,,0
2020,sc01,01-06 05:00:00+01:00,,,,,,,,,,,,,,82.15055,0,,,,,,0
2020,sc01,01-06 06:00:00+01:00,,,,,,,,,,,,,,84.303,0,,,,,,0
2020,sc01,01-06 07:00:00+01:00,,,,,,,,,,,,,,82.141,0.047,,,,,,0.047
2020,sc01,01-06 08:00:00+01:00,,,,,,,,,,,,,,82.681175,0.836125,,,,,,0.836125
2020,sc01,01-06 09:00:00+01:00,,,,,,,,,,,,,,79.015,12.700375,,,,,,12.700375
2020,sc01,01-06 10:00:00+01:00,,,,,,,,,,,,,,62.525925,33.70115,,,,,,33.70115
2020,sc01,01-06 11:00:00+01:00,,,,,,,,,,,,,,48.95905,46.7066,,,,,,46.7066
2020,sc01,01-06 12:00:00+01:00,,,,,,,,,,,,,,42.76845,52.05675,,,,,,52.05675
2020,sc01,01-06 13:00:00+01:00,,,,,,,,,,,,,,42.980325,54.565275,,,,,,54.565275
2020,sc01,01-06 14:00:00+01:00,,,,,,,,,,,,,,44.9867,53.408325,,,,,,53.408325
2020,sc01,01-06 15:00:00+01:00,,,,,,,,,,,,,,41.981525,46.217325,,,,,,46.217325
2020,sc01,01-06 16:00:00+01:00,,,,,,,,,,,,,,40.107775,28.494175,,,,,,28.494175
2020,sc01,01-06 17:00:00+01:00,,,,,,,,,,,,,,37.2357,6.38565,,,,,,6.38565
2020,sc01,01-06 18:00:00+01:00,,,,,,,,,,,,,,40.275775,0.047925,,,,,,0.047925
2020,sc01,01-06 19:00:00+01:00,,,,,,,,,,,,,,47.02345,0,,,,,,0
2020,sc01,01-06 20:00:00+01:00,,,,,,,,,,,,,,57.23595,0,,,,,,0
2020,sc01,01-06 21:00:00+01:00,,,,,,,,,,,,,,65.270725,0,,,,,,0
2020,sc01,01-06 22:00:00+01:00,,,,,,,,,,,,,,64.8226,0,,,,,,0
2020,sc01,01-06 23:00:00+01:00,,,,,,,,,,,,,,63.561875,0,,,,,,0
2020,sc01,01-07 00:00:00+01:00,,,,,,,,,,,,,,58.1406,0,,,,,,0
2020,sc01,01-07 01:00:00+01:00,,,,,,,,,,,,,,48.004475,0,,,,,,0
2020,sc01,01-07 02:00:00+01:00,,,,,,,,,,,,,,37.205775,0,,,,,,0
2020,sc01,01-07 03:00:00+01:00,,,,,,,,,,,,,,26.06925,0,,,,,,0
2020,sc01,01-07 04:00:00+01:00,,,,,,,,,,,,,,17.955725,0,,,,,,0
2020,sc01,01-07 05:00:00+01:00,,,,,,,,,,,,,,15.126925,0,,,,,,0
2020,sc01,01-07 06:00:00+01:00,,,,,,,,,,,,,,16.345725,0,,,,,,0
2020,sc01,01-07 07:00:00+01:00,,,,,,,,,,,,,,22.030675,0.043525,,,,,,0.043525
2020,sc01,01-07 08:00:00+01:00,,,,,,,,,,,,,,29.3315,0.494475,,,,,,0.494475
2020,sc01,01-07 09:00:00+01:00,,,,,,,,,,,,,,27.595025,9.56355,,,,,,9.56355
2020,sc01,01-07 10:00:00+01:00,,,,,,,,,,,,,,17.476775,26.3315,,,,,,26.3315
2020,sc01,01-07 11:00:00+01:00,,,,,,,,,,,,,,11.346725,41.599725,,,,,,41.599725
2020,sc01,01-07 12:00:00+01:00,,,,,,,,,,,,,,9.3512,52.2147,,,,,,52.2147
2020,sc01,01-07 13:00:00+01:00,,,,,,,,,,,,,,8.052925,57.305175,,,,,,57.305175
2020,sc01,01-07 14:00:00+01:00,,,,,,,,,,,,,,7.001625,56.018575,,,,,,56.018575
2020,sc01,01-07 15:00:00+01:00,,,,,,,,,,,,,,6.3037,47.974175,,,,,,47.974175
2020,sc01,01-07 16:00:00+01:00,,,,,,,,,,,,,,6.8617,29.980675,,,,,,29.980675
2020,sc01,01-07 17:00:00+01:00,,,,,,,,,,,,,,9.819925,7.149875,,,,,,7.149875
2020,sc01,01-07 18:00:00+01:00,,,,,,,,,,,,,,16.374775,0.05185,,,,,,0.05185
2020,sc01,01-07 19:00:00+01:00,,,,,,,,,,,,,,19.06935,0,,,,,,0
2020,sc01,01-07 20:00:00+01:00,,,,,,,,,,,,,,20.00835,0,,,,,,0
2020,sc01,01-07 21:00:00+01:00,,,,,,,,,,,,,,18.690925,0,,,,,,0
2020,sc01,01-07 22:00:00+01:00,,,,,,,,,,,,,,20.1848,0,,,,,,0
2020,sc01,01-07 23:00:00+01:00,,,,,,,,,,,,,,21.00255,0,,,,,,0
2020,sc01,01-08 00:00:00+01:00,,,,,,,,,,,,,,24.3012,0,,,,,,0
2020,sc01,01-08 01:00:00+01:00,,,,,,,,,,,,,,29.79515,0,,,,,,0
2020,sc01,01-08 02:00:00+01:00,,,,,,,,,,,,,,35.07705,0,,,,,,0
2020,sc01,01-08 03:00:00+01:00,,,,,,,,,,,,,,38.581975,0,,,,,,0
2020,sc01,01-08 04:00:00+01:00,,,,,,,,,,,,,,41.523675,0,,,,,,0
2020,sc01,01-08 05:00:00+01:00,,,,,,,,,,,,,,46.88555,0,,,,,,0
2020,sc01,01-08 06:00:00+01:00,,,,,,,,,,,,,,49.86205,0,,,,,,0
2020,sc01,01-08 07:00:00+01:00,,,,,,,,,,,,,,47.8444,0.047025,,,,,,0.047025
2020,sc01,01-08 08:00:00+01:00,,,,,,,,,,,,,,49.694825,0.6727,,,,,,0.6727
2020,sc01,01-08 09:00:00+01:00,,,,,,,,,,,,,,48.58115,13.578575,,,,,,13.578575
2020,sc01,01-08 10:00:00+01:00,,,,,,,,,,,,,,55.0254,36.39735,,,,,,36.39735
2020,sc01,01-08 11:00:00+01:00,,,,,,,,,,,,,,45.0795,52.019425,,,,,,52.019425
2020,sc01,01-08 12:00:00+01:00,,,,,,,,,,,,,,48.4316,59.980125,,,,,,59.980125
2020,sc01,01-08 13:00:00+01:00,,,,,,,,,,,,,,54.697075,63.894975,,,,,,63.894975
2020,sc01,01-08 14:00:00+01:00,,,,,,,,,,,,,,58.1177,62.267225,,,,,,62.267225
2020,sc01,01-08 15:00:00+01:00,,,,,,,,,,,,,,58.9042,53.91765,,,,,,53.91765
2020,sc01,01-08 16:00:00+01:00,,,,,,,,,,,,,,48.7698,34.7071,,,,,,34.7071
2020,sc01,01-08 17:00:00+01:00,,,,,,,,,,,,,,48.64885,8.902825,,,,,,8.902825
2020,sc01,01-08 18:00:00+01:00,,,,,,,,,,,,,,58.05485,0.08485,,,,,,0.08485
2020,sc01,01-08 19:00:00+01:00,,,,,,,,,,,,,,78.06555,0,,,,,,0
2020,sc01,01-08 20:00:00+01:00,,,,,,,,,,,,,,89.571375,0,,,,,,0
2020,sc01,01-08 21:00:00+01:00,,,,,,,,,,,,,,103.84355,0,,,,,,0
2020,sc01,01-08 22:00:00+01:00,,,,,,,,,,,,,,121.338475,0,,,,,,0
2020,sc01,01-08 23:00:00+01:00,,,,,,,,,,,,,,129.90995,0,,,,,,0
2020,sc01,01-09 00:00:00+01:00,,,,,,,,,,,,,,125.4636,0,,,,,,0
2020,sc01,01-09 01:00:00+01:00,,,,,,,,,,,,,,106.9371,0,,,,,,0
2020,sc01,01-09 02:00:00+01:00,,,,,,,,,,,,,,92.91045,0,,,,,,0
2020,sc01,01-09 03:00:00+01:00,,,,,,,,,,,,,,79.1055,0,,,,,,0
2020,sc01,01-09 04:00:00+01:00,,,,,,,,,,,,,,79.6647,0,,,,,,0
2020,sc01,01-09 05:00:00+01:00,,,,,,,,,,,,,,80.00465,0,,,,,,0
2020,sc01,01-09 06:00:00+01:00,,,,,,,,,,,,,,86.956275,0,,,,,,0
2020,sc01,01-09 07:00:00+01:00,,,,,,,,,,,,,,91.754,0.047325,,,,,,0.047325
2020,sc01,01-09 08:00:00+01:00,,,,,,,,,,,,,,86.99575,0.9741,,,,,,0.9741
2020,sc01,01-09 09:00:00+01:00,,,,,,,,,,,,,,84.988275,18.80815,,,,,,18.80815
2020,sc01,01-09 10:00:00+01:00,,,,,,,,,,,,,,85.09835,47.07235,,,,,,47.07235
2020,sc01,01-09 11:00:00+01:00,,,,,,,,,,,,,,81.96415,63.20205,,,,,,63.20205
2020,sc01,01-09 12:00:00+01:00,,,,,,,,,,,,,,78.696375,71.28595,,,,,,71.28595
2020,sc01,01-09 13:00:00+01:00,,,,,,,,,,,,,,78.2992,74.395775,,,,,,74.395775
2020,sc01,01-09 14:00:00+01:00,,,,,,,,,,,,,,77.61165,71.6568,,,,,,71.6568
2020,sc01,01-09 15:00:00+01:00,,,,,,,,,,,,,,75.4285,62.274175,,,,,,62.274175
2020,sc01,01-09 16:00:00+01:00,,,,,,,,,,,,,,75.30105,41.285625,,,,,,41.285625
2020,sc01,01-09 17:00:00+01:00,,,,,,,,,,,,,,75.8559,11.31525,,,,,,11.31525
2020,sc01,01-09 18:00:00+01:00,,,,,,,,,,,,,,82.4599,0.113625,,,,,,0.113625
2020,sc01,01-09 19:00:00+01:00,,,,,,,,,,,,,,89.43635,0,,,,,,0
2020,sc01,01-09 20:00:00+01:00,,,,,,,,,,,,,,93.2105,0,,,,,,0
2020,sc01,01-09 21:00:00+01:00,,,,,,,,,,,,,,95.5882,0,,,,,,0
2020,sc01,01-09 22:00:00+01:00,,,,,,,,,,,,,,89.613375,0,,,,,,0
2020,sc01,01-09 23:00:00+01:00,,,,,,,,,,,,,,87.744925,0,,,,,,0
2020,sc01,01-10 00:00:00+01:00,,,,,,,,,,,,,,89.482475,0,,,,,,0
2020,sc01,01-10 01:00:00+01:00,,,,,,,,,,,,,,92.657075,0,,,,,,0
2020,sc01,01-10 02:00:00+01:00,,,,,,,,,,,,,,99.43355,0,,,,,,0
2020,sc01,01-10 03:00:00+01:00,,,,,,,,,,,,,,102.714525,0,,,,,,0
2020,sc01,01-10 04:00:00+01:00,,,,,,,,,,,,,,105.775125,0,,,,,,0
2020,sc01,01-10 05:00:00+01:00,,,,,,,,,,,,,,113.571575,0,,,,,,0
2020,sc01,01-10 06:00:00+01:00,,,,,,,,,,,,,,121.727175,0,,,,,,0
2020,sc01,01-10 07:00:00+01:00,,,,,,,,,,,,,,127.641025,0.0431,,,,,,0.0431
2020,sc01,01-10 08:00:00+01:00,,,,,,,,,,,,,,126.076325,1.0758,,,,,,1.0758
2020,sc01,01-10 09:00:00+01:00,,,,,,,,,,,,,,115.59275,20.496525,,,,,,20.496525
2020,sc01,01-10 10:00:00+01:00,,,,,,,,,,,,,,98.50175,50.3979,,,,,,50.3979
2020,sc01,01-10 11:00:00+01:00,,,,,,,,,,,,,,77.772225,66.369775,,,,,,66.369775
2020,sc01,01-10 12:00:00+01:00,,,,,,,,,,,,,,67.175675,72.874675,,,,,,72.874675
2020,sc01,01-10 13:00:00+01:00,,,,,,,,,,,,,,54.530475,74.03335,,,,,,74.03335
2020,sc01,01-10 14:00:00+01:00,,,,,,,,,,,,,,51.231975,70.35665,,,,,,70.35665
2020,sc01,01-10 15:00:00+01:00,,,,,,,,,,,,,,53.1518,60.7939,,,,,,60.7939
2020,sc01,01-10 16:00:00+01:00,,,,,,,,,,,,,,52.0839,39.431875,,,,,,39.431875
2020,sc01,01-10 17:00:00+01:00,,,,,,,,,,,,,,68.063825,10.1868,,,,,,10.1868
2020,sc01,01-10 18:00:00+01:00,,,,,,,,,,,,,,88.84,0.073225,,,,,,0.073225
2020,sc01,01-10 19:00:00+01:00,,,,,,,,,,,,,,102.04805,0,,,,,,0
2020,sc01,01-10 20:00:00+01:00,,,,,,,,,,,,,,113.13175,0,,,,,,0
2020,sc01,01-10 21:00:00+01:00,,,,,,,,,,,,,,122.635975,0,,,,,,0
2020,sc01,01-10 22:00:00+01:00,,,,,,,,,,,,,,127.621175,0,,,,,,0
2020,sc01,01-10 23:00:00+01:00,,,,,,,,,,,,,,135.635025,0,,,,,,0
2020,sc01,01-11 00:00:00+01:00,,,,,,,,,,,,,,140.920575,0,,,,,,0
2020,sc01,01-11 01:00:00+01:00,,,,,,,,,,,,,,140.472175,0,,,,,,0
2020,sc01,01-11 02:00:00+01:00,,,,,,,,,,,,,,151.606825,0,,,,,,0
2020,sc01,01-11 03:00:00+01:00,,,,,,,,,,,,,,165.65245,0,,,,,,0
2020,sc01,01-11 04:00:00+01:00,,,,,,,,,,,,,,180.980075,0,,,,,,0
2020,sc01,01-11 05:00:00+01:00,,,,,,,,,,,,,,192.952125,0,,,,,,0
2020,sc01,01-11 06:00:00+01:00,,,,,,,,,,,,,,194.212125,0,,,,,,0
2020,sc01,01-11 07:00:00+01:00,,,,,,,,,,,,,,202.3392,0.043025,,,,,,0.043025
2020,sc01,01-11 08:00:00+01:00,,,,,,,,,,,,,,209.49255,0.8661,,,,,,0.8661
2020,sc01,01-11 09:00:00+01:00,,,,,,,,,,,,,,206.46595,16.484525,,,,,,16.484525
2020,sc01,01-11 10:00:00+01:00,,,,,,,,,,,,,,198.2858,42.051725,,,,,,42.051725
2020,sc01,01-11 11:00:00+01:00,,,,,,,,,,,,,,186.18795,59.0604,,,,,,59.0604
2020,sc01,01-11 12:00:00+01:00,,,,,,,,,,,,,,175.128575,66.5743,,,,,,66.5743
2020,sc01,01-11 13:00:00+01:00,,,,,,,,,,,,,,167.652375,69.8757,,,,,,69.8757
2020,sc01,01-11 14:00:00+01:00,,,,,,,,,,,,,,155.5703,67.88845,,,,,,67.88845
2020,sc01,01-11 15:00:00+01:00,,,,,,,,,,,,,,142.70555,59.224225,,,,,,59.224225
2020,sc01,01-11 16:00:00+01:00,,,,,,,,,,,,,,135.005275,37.934825,,,,,,37.934825
2020,sc01,01-11 17:00:00+01:00,,,,,,,,,,,,,,125.976425,10.2454,,,,,,10.2454
2020,sc01,01-11 18:00:00+01:00,,,,,,,,,,,,,,123.171725,0.1183,,,,,,0.1183
2020,sc01,01-11 19:00:00+01:00,,,,,,,,,,,,,,116.3335,0,,,,,,0
2020,sc01,01-11 20:00:00+01:00,,,,,,,,,,,,,,110.2303,0,,,,,,0
2020,sc01,01-11 21:00:00+01:00,,,,,,,,,,,,,,100.9032,0,,,,,,0
2020,sc01,01-11 22:00:00+01:00,,,,,,,,,,,,,,90.6691,0,,,,,,0
2020,sc01,01-11 23:00:00+01:00,,,,,,,,,,,,,,91.578975,0,,,,,,0
2020,sc01,01-12 00:00:00+01:00,,,,,,,,,,,,,,95.14175,0,,,,,,0
2020,sc01,01-12 01:00:00+01:00,,,,,,,,,,,,,,98.302175,0,,,,,,0
2020,sc01,01-12 02:00:00+01:00,,,,,,,,,,,,,,104.344,0,,,,,,0
2020,sc01,01-12 03:00:00+01:00,,,,,,,,,,,,,,117.31285,0,,,,,,0
2020,sc01,01-12 04:00:00+01:00,,,,,,,,,,,,,,125.138575,0,,,,,,0
2020,sc01,01-12 05:00:00+01:00,,,,,,,,,,,,,,128.374975,0,,,,,,0
2020,sc01,01-12 06:00:00+01:00,,,,,,,,,,,,,,136.6175,0,,,,,,0
