,Demand,Solar,Wind,Hydro
04-19 08:00:00+02:00,5531.116449,1909.3,208.1,729.2
04-19 09:00:00+02:00,5671.822624,1890.4,250,719.4
04-19 10:00:00+02:00,5713.946762,1886.8,376.7,719.8
04-19 11:00:00+02:00,5702.216335,1921.1,564.4,720.8
04-19 12:00:00+02:00,5661.657637,1886.9,662.9,718.8
04-19 13:00:00+02:00,5659.57145,1782.5,579.6,721.8
04-19 14:00:00+02:00,5673.572427,1643.8,513.9,798.8
04-19 15:00:00+02:00,5681.920434,1565.1,514.7,810.2
04-19 16:00:00+02:00,5691.067019,979.42,748.9,731.6
04-19 17:00:00+02:00,5699.415161,132.87,1538.8,701.2
04-19 18:00:00+02:00,5971.985442,0.57,1581.1,602.6
04-19 19:00:00+02:00,6104.483509,0.57,1151.2,594.6
04-19 20:00:00+02:00,5950.022852,0.57,1460.9,500.4
04-19 21:00:00+02:00,5697.908747,0.57,1674.1,462.4
04-19 22:00:00+02:00,5413.918621,0.57,2327.6,384.8
04-19 23:00:00+02:00,5249.259327,0.57,2242.3,359.2
04-20 00:00:00+02:00,5135.274871,0.57,2372.5,382.6
04-20 01:00:00+02:00,5091.712134,0.57,2254.5,365
04-20 02:00:00+02:00,5074.457884,0.57,2383.8,336.2
04-20 03:00:00+02:00,5074.81496,0.57,2345.8,467
04-20 04:00:00+02:00,5088.574469,0.57,2233.1,597.6
04-20 05:00:00+02:00,5081.722147,317.9,2178.8,679.2
04-20 06:00:00+02:00,5129.259716,954.05,1957.5,810.2
04-20 07:00:00+02:00,5222.759527,1506.2,1502.1,859.8
04-20 08:00:00+02:00,5333.496253,1880,1020.1,831.8
04-20 09:00:00+02:00,5411.275051,2093.4,734.2,821
04-20 10:00:00+02:00,5471.898416,2293.3,458.1,803.2
04-20 11:00:00+02:00,5508.152443,2396.9,284.7,795.2
04-20 12:00:00+02:00,5533.624505,2460.5,265.71,838.8
04-20 13:00:00+02:00,5546.259286,2366.3,91.81,839.8
04-20 14:00:00+02:00,5557.693277,2079,57.9,848
04-20 15:00:00+02:00,5573.50948,1282,7.63,835
04-20 16:00:00+02:00,5587.598961,848.88,1.73,833.6
04-20 17:00:00+02:00,5581.87728,49.49,0.43,860.4
04-20 18:00:00+02:00,5840.568627,0.57,45.13,827
04-20 19:00:00+02:00,6043.93105,0.57,0.04,829.6
04-20 20:00:00+02:00,5888.404773,0.57,97.82,679.6
04-20 21:00:00+02:00,5582.990444,0.57,268.22,510
04-20 22:00:00+02:00,5329.095622,0.57,356.22,320.4
04-20 23:00:00+02:00,5191.037283,0.57,655.71,356.8
04-21 00:00:00+02:00,5109.027483,0.57,972.2,362.8
04-21 01:00:00+02:00,5082.987813,0.57,1406.8,341.8
04-21 02:00:00+02:00,5081.387831,0.57,1490.3,426.6
04-21 03:00:00+02:00,5105.28958,0.57,1328.2,506.8
04-21 04:00:00+02:00,5206.112757,0.57,1293.2,522.6
04-21 05:00:00+02:00,5342.54015,335.7,1568.9,463.8
04-21 06:00:00+02:00,5517.287825,980.74,1691.7,497.2
04-21 07:00:00+02:00,5716.387579,1558.01,1560.1,568.6
04-21 08:00:00+02:00,5887.945749,2249.7,1238.9,616.6
04-21 09:00:00+02:00,6044.901804,2477.8,1192.7,597.8
04-21 10:00:00+02:00,6108.0702,2524.7,1078.9,696.6
04-21 11:00:00+02:00,6125.497135,2421.11,804.7,753.8
04-21 12:00:00+02:00,6131.983091,2360.91,897.1,828.6
04-21 13:00:00+02:00,6160.930461,2354.7,871.4,854.8
04-21 14:00:00+02:00,6122.474651,2270.2,870.1,831.4
04-21 15:00:00+02:00,6093.582153,1929.9,789.6,793.2
04-21 16:00:00+02:00,6005.259875,1231.3,696.2,762.2
04-21 17:00:00+02:00,5932.337979,239.32,661.8,805.6
04-21 18:00:00+02:00,6232.149845,0.57,568.4,801.4
04-21 19:00:00+02:00,6423.738853,0.57,700.4,838.6
04-21 20:00:00+02:00,6138.809985,0.57,554.7,810.4
04-21 21:00:00+02:00,5776.323097,0.57,630.6,594.8
04-21 22:00:00+02:00,5431.515376,0.57,600.9,366
04-21 23:00:00+02:00,5252.517107,0.57,665.4,368.4
04-22 00:00:00+02:00,5151.786543,0.57,558.3,386.4
04-22 01:00:00+02:00,5109.796317,0.57,523.5,398.4
04-22 02:00:00+02:00,5104.179561,0.57,417.2,461.2
04-22 03:00:00+02:00,5133.606536,0.57,324.4,527.2
04-22 04:00:00+02:00,5250.954217,0.57,344.71,569
04-22 05:00:00+02:00,5394.495949,360.15,408.3,548.4
04-22 06:00:00+02:00,5573.413543,1123.4,300.7,480.6
04-22 07:00:00+02:00,5750.146835,1833.7,313.4,577.2
04-22 08:00:00+02:00,5908.92783,2279.9,62.31,584
04-22 09:00:00+02:00,6042.25353,2529.2,23.6,597.6
04-22 10:00:00+02:00,6163.553105,2655.3,28.02,595
04-22 11:00:00+02:00,6234.397212,2694.5,37.31,687
04-22 12:00:00+02:00,6265.4694,2644.9,48.82,788.4
04-22 13:00:00+02:00,6327.568061,2515,46.52,801.4
04-22 14:00:00+02:00,6333.276598,2322.9,35.72,790
04-22 15:00:00+02:00,6347.633752,1864.1,22.72,796.4
04-22 16:00:00+02:00,6303.632851,1177.9,7.82,798.4
04-22 17:00:00+02:00,6171.792132,241.22,22.52,837.4
04-22 18:00:00+02:00,6459.975305,0.57,45.4,805.6
04-22 19:00:00+02:00,6601.408115,0.57,93.4,755.2
04-22 20:00:00+02:00,6241.775699,0.57,165.9,599.4
04-22 21:00:00+02:00,5805.635662,0.57,411.3,555.2
04-22 22:00:00+02:00,5441.396166,0.57,686.5,419.6
04-22 23:00:00+02:00,5239.37507,0.57,822.8,475.6
04-23 00:00:00+02:00,5147.184434,0.57,1042.4,494
04-23 01:00:00+02:00,5117.243535,0.57,866.9,483.2
04-23 02:00:00+02:00,5109.218913,0.57,754.2,494.6
04-23 03:00:00+02:00,5139.455531,0.57,807.1,572.6
04-23 04:00:00+02:00,5257.455825,0.57,831.6,536
04-23 05:00:00+02:00,5388.030221,370.07,702.8,608.4
04-23 06:00:00+02:00,5568.804105,1108.5,646.2,623.4
04-23 07:00:00+02:00,5753.478287,1703.5,720,691.8
04-23 08:00:00+02:00,5925.025392,2225.7,326.61,685.6
04-23 09:00:00+02:00,6130.211165,2485.3,68.01,677.4
04-23 10:00:00+02:00,6278.329319,2353.7,8.2,679.6
04-23 11:00:00+02:00,6373.82198,2403.8,4.5,732.2
04-23 12:00:00+02:00,6468.072596,2630.1,9.72,762
04-23 13:00:00+02:00,6547.628129,2492.2,19.32,826.2
04-23 14:00:00+02:00,6582.908127,2291.1,15.92,863
04-23 15:00:00+02:00,6578.116126,1836.6,7.72,791.6
04-23 16:00:00+02:00,6445.283619,1174,0.04,805
04-23 17:00:00+02:00,6248.823751,249.02,9.11,748.4
04-23 18:00:00+02:00,6456.061055,0.57,57.71,748
04-23 19:00:00+02:00,6585.035151,0.57,116.9,699.4
04-23 20:00:00+02:00,6260.073785,0.57,185.4,563.2
04-23 21:00:00+02:00,5787.602035,0.57,280.2,438.2
04-23 22:00:00+02:00,5418.084046,0.57,619,294.8
04-23 23:00:00+02:00,5259.229558,0.57,696.7,370.6
04-24 00:00:00+02:00,5166.345135,0.57,696.6,380.4
04-24 01:00:00+02:00,5123.557156,0.57,791.6,386.4
04-24 02:00:00+02:00,5115.628593,0.57,757.3,442.8
04-24 03:00:00+02:00,5146.036641,0.57,736.9,461.4
04-24 04:00:00+02:00,5251.23354,0.57,570.5,457.2
04-24 05:00:00+02:00,5407.170856,368.07,536.7,438.6
04-24 06:00:00+02:00,5619.999101,1093.1,661.71,502
04-24 07:00:00+02:00,5827.128828,1755.1,801.01,513
04-24 08:00:00+02:00,6093.698157,2148.8,439.51,540
04-24 09:00:00+02:00,6325.037588,2373,213.02,602
04-24 10:00:00+02:00,6487.878597,2530.3,130.02,600
04-24 11:00:00+02:00,6599.617546,2583.1,71.12,600
04-24 12:00:00+02:00,6771.428561,2539.4,43.71,619
04-24 13:00:00+02:00,6882.441221,2403.5,23.51,694
04-24 14:00:00+02:00,6915.025395,2168.7,21.1,690
04-24 15:00:00+02:00,6886.288264,1807.1,48.7,700
04-24 16:00:00+02:00,6776.511229,1149.9,47.1,690
04-24 17:00:00+02:00,6530.382785,234.02,38.61,808.2
04-24 18:00:00+02:00,6703.788992,0.57,34.1,826.8
04-24 19:00:00+02:00,6847.487808,0.57,69.9,842.2
04-24 20:00:00+02:00,6466.85277,0.57,465.1,708.8
04-24 21:00:00+02:00,5928.14018,0.57,1244.1,543.2
04-24 22:00:00+02:00,5513.159529,0.57,1665.3,392.8
04-24 23:00:00+02:00,5322.427131,0.57,2187.5,385.2
04-25 00:00:00+02:00,5201.189281,0.57,1865.8,373.8
04-25 01:00:00+02:00,5155.19888,0.57,1582.8,385.6
04-25 02:00:00+02:00,5138.207409,0.57,1458.8,461.8
04-25 03:00:00+02:00,5163.658095,0.57,1404.4,542.8
04-25 04:00:00+02:00,5268.858394,0.57,1306.5,503.4
04-25 05:00:00+02:00,5441.293441,298.24,1142.2,507.2
04-25 06:00:00+02:00,5651.493794,939.9,1150.1,556.6
04-25 07:00:00+02:00,5873.563893,1619.2,1095.6,658.4
04-25 08:00:00+02:00,6117.251716,1872.4,883.6,717
04-25 09:00:00+02:00,6294.291333,2133.8,774.6,741.6
04-25 10:00:00+02:00,6492.244847,2491.7,623.9,734.6
04-25 11:00:00+02:00,6540.072497,2598,511.6,743.2
04-25 12:00:00+02:00,6659.324754,2585,471.1,756.2
04-25 13:00:00+02:00,6730.270814,2455.3,519.5,854.4
04-25 14:00:00+02:00,6716.030965,2203.5,536.2,850.2
04-25 15:00:00+02:00,6672.867155,1740.5,549.5,809.8
04-25 16:00:00+02:00,6493.706726,1138.32,525,801.8
04-25 17:00:00+02:00,6349.767423,268.12,603.8,610.8
04-25 18:00:00+02:00,6455.905623,0.57,670.3,507.6
04-25 19:00:00+02:00,6651.71046,0.57,877.2,539.4
04-25 20:00:00+02:00,6353.386353,0.57,1205.3,500
04-25 21:00:00+02:00,5992.61214,0.57,1377,448
04-25 22:00:00+02:00,5615.06993,0.57,1285.7,345
04-25 23:00:00+02:00,5366.400714,0.57,1279,290.6
04-26 00:00:00+02:00,5244.774851,0.57,1239.6,320.6
04-26 01:00:00+02:00,5177.358266,0.57,1167.4,326.6
04-26 02:00:00+02:00,5145.379647,0.57,1111.8,334.6
04-26 03:00:00+02:00,5142.309499,0.57,975.3,328.2
04-26 04:00:00+02:00,5165.587123,0.57,854.7,343
04-26 05:00:00+02:00,5160.68406,366.11,708.1,423.2
04-26 06:00:00+02:00,5259.122057,963.06,608,528.6
04-26 07:00:00+02:00,5448.778066,1479.5,583.8,534.6
04-26 08:00:00+02:00,5649.847588,1709.5,435.5,732.8
04-26 09:00:00+02:00,5849.417189,1997.7,677.8,727.6
04-26 10:00:00+02:00,5887.810298,1993.8,838.4,718.6
04-26 11:00:00+02:00,6004.513731,1981.2,745.6,691.8
04-26 12:00:00+02:00,6049.310534,1932.5,707.5,721
04-26 13:00:00+02:00,6075.333306,1934.1,699.3,828
04-26 14:00:00+02:00,6116.804964,1652.3,750,839.6
04-26 15:00:00+02:00,6121.824113,1419.2,782.5,848
04-26 16:00:00+02:00,6088.826027,983.67,1084,823.8
04-26 17:00:00+02:00,5954.653075,142.55,892.6,823.4
04-26 18:00:00+02:00,6142.735046,0.57,804.1,693.8
04-26 19:00:00+02:00,6297.313734,0.57,722.1,709.2
04-26 20:00:00+02:00,6074.123119,0.57,719.6,595.8
04-26 21:00:00+02:00,5791.302405,0.57,948.7,531.2
04-26 22:00:00+02:00,5464.027345,0.57,909.5,343.6
04-26 23:00:00+02:00,5315.024453,0.57,786.01,307.8
04-27 00:00:00+02:00,5192.548151,0.57,733.6,352.6
04-27 01:00:00+02:00,5142.556373,0.57,937.5,356.4
04-27 02:00:00+02:00,5113.715805,0.57,1395,348.6
04-27 03:00:00+02:00,5105.095343,0.57,1489.5,336.8
04-27 04:00:00+02:00,5113.118023,0.57,1580.5,361
04-27 05:00:00+02:00,5098.437466,388.61,1656.1,460.4
04-27 06:00:00+02:00,5154.437705,1109.1,1581.9,524
04-27 07:00:00+02:00,5257.576777,1721.4,1685.5,663
04-27 08:00:00+02:00,5385.333701,2040.6,1616.5,614.2
04-27 09:00:00+02:00,5480.045434,2264.1,1520.6,753.6
04-27 10:00:00+02:00,5537.459091,2286.9,1309.5,871.4
04-27 11:00:00+02:00,5573.384079,2332.4,1267.8,849.2
04-27 12:00:00+02:00,5588.739299,2202.41,1148,841.4
04-27 13:00:00+02:00,5597.888085,2072.41,1098.6,830.2
04-27 14:00:00+02:00,5608.726749,1783.61,1179.1,823.8
04-27 15:00:00+02:00,5626.053226,1022.5,1298.5,844
04-27 16:00:00+02:00,5666.711084,717.44,1426,839.6
04-27 17:00:00+02:00,5660.05768,120.95,1842.9,870.6
04-27 18:00:00+02:00,5937.165263,0.57,1907.9,841
04-27 19:00:00+02:00,6171.270692,0.57,1750.3,740.2
04-27 20:00:00+02:00,5950.725968,0.57,2028.5,693.2
04-27 21:00:00+02:00,5650.112079,0.57,2120.4,487.8
04-27 22:00:00+02:00,5361.206343,0.57,2267.6,342.4
04-27 23:00:00+02:00,5214.009525,0.57,2204.6,281.6
04-28 00:00:00+02:00,5135.118974,0.57,2159.1,308.4
04-28 01:00:00+02:00,5106.539294,0.57,2130.1,317.8
04-28 02:00:00+02:00,5105.383519,0.57,2093.3,309.6
04-28 03:00:00+02:00,5136.189001,0.57,2081.7,318
04-28 04:00:00+02:00,5263.220829,0.57,2060.7,310
04-28 05:00:00+02:00,5400.340119,387.44,1985.6,371
04-28 06:00:00+02:00,5596.512402,1055.7,1945.2,492.4
04-28 07:00:00+02:00,5789.878767,1639.4,1823.2,742.8
04-28 08:00:00+02:00,5932.138147,2067.3,1455.4,734.6
04-28 09:00:00+02:00,6093.890336,2362.3,1081.7,755.8
04-28 10:00:00+02:00,6225.104039,2512.2,794.01,755.4
04-28 11:00:00+02:00,6306.148362,2546.3,624.31,842
04-28 12:00:00+02:00,6343.303893,2510.5,427.01,813.2
04-28 13:00:00+02:00,6383.028829,2419.2,249.91,836.6
04-28 14:00:00+02:00,6391.604107,2216.4,84.7,792.2
04-28 15:00:00+02:00,6351.35476,1794.7,36.6,809.2
04-28 16:00:00+02:00,6266.331138,1177.1,95,815.4
04-28 17:00:00+02:00,6125.755079,277.62,57.3,760
04-28 18:00:00+02:00,6356.619068,0.57,88.71,689
04-28 19:00:00+02:00,6609.323481,0.57,77.31,724.4
04-28 20:00:00+02:00,6271.432242,0.57,3,618.6
04-28 21:00:00+02:00,5829.168427,0.57,119.8,504.6
04-28 22:00:00+02:00,5491.726016,0.57,53.3,312.4
04-28 23:00:00+02:00,5263.971071,0.57,148.7,311
04-29 00:00:00+02:00,5169.890259,0.57,373.5,321.4
04-29 01:00:00+02:00,5131.399431,0.57,530.5,314.2
04-29 02:00:00+02:00,5125.261895,0.57,541.8,342.6
04-29 03:00:00+02:00,5156.226808,0.57,817,338.6
04-29 04:00:00+02:00,5276.130789,0.57,1054.2,349.2
04-29 05:00:00+02:00,5424.080749,374.37,947,512.8
04-29 06:00:00+02:00,5666.959791,994.34,898.7,659.2
04-29 07:00:00+02:00,5879.024774,1527.6,780.5,629
04-29 08:00:00+02:00,6042.346481,1848.8,409.6,691
04-29 09:00:00+02:00,6240.506335,2083.9,487.8,717.8
04-29 10:00:00+02:00,6373.270308,2373.3,629.61,717
04-29 11:00:00+02:00,6439.078131,2541.9,654.22,712
04-29 12:00:00+02:00,6510.47002,2510.3,457.11,789.8
04-29 13:00:00+02:00,6589.551909,2383.4,360.91,776.2
04-29 14:00:00+02:00,6638.57809,2162.5,286,800.6
04-29 15:00:00+02:00,6586.74558,1730.8,262.2,799.4
04-29 16:00:00+02:00,6534.263254,1070.22,221.9,819
04-29 17:00:00+02:00,6435.091525,258.52,2.62,864.4
04-29 18:00:00+02:00,6691.813372,0.57,2.02,750.4
04-29 19:00:00+02:00,6794.392163,0.57,11.62,786
04-29 20:00:00+02:00,6430.46997,0.57,14.41,693.6
04-29 21:00:00+02:00,5934.679724,0.57,20.61,588.2
04-29 22:00:00+02:00,5503.997517,0.57,33.83,465.6
04-29 23:00:00+02:00,5311.707181,0.57,0.04,421.2
04-30 00:00:00+02:00,5201.961792,0.57,0.63,389.8
04-30 01:00:00+02:00,5152.308164,0.57,47.72,409.6
04-30 02:00:00+02:00,5139.831359,0.57,51.52,413.6
04-30 03:00:00+02:00,5167.16913,0.57,45.12,422.6
04-30 04:00:00+02:00,5282.652924,0.57,220.5,496.6
04-30 05:00:00+02:00,5442.800443,380.63,322.6,572.2
04-30 06:00:00+02:00,5684.85953,958.37,379.81,636.6
04-30 07:00:00+02:00,5918.918981,1451.81,384.4,621
04-30 08:00:00+02:00,6141.336499,1664.5,258.3,595.4
04-30 09:00:00+02:00,6324.602134,1898.5,177.21,639.4
04-30 10:00:00+02:00,6452.381257,1928.5,103.21,829.6
04-30 11:00:00+02:00,6486.19213,1703.5,122.81,832.2
04-30 12:00:00+02:00,6578.579815,1574.3,184.4,847
04-30 13:00:00+02:00,6643.680207,1531.8,293,863.2
04-30 14:00:00+02:00,6665.017681,1474.9,512.1,871.2
04-30 15:00:00+02:00,6631.320314,1301.2,732.9,871.8
04-30 16:00:00+02:00,6496.138176,968.81,801.2,762
04-30 17:00:00+02:00,6379.427588,254.14,943.7,737.6
04-30 18:00:00+02:00,6695.859979,0.57,882.8,630.6
04-30 19:00:00+02:00,6819.236793,0.57,665.9,555
04-30 20:00:00+02:00,6454.878678,0.57,951.1,526.2
04-30 21:00:00+02:00,5964.841904,0.57,1254.7,408.4
04-30 22:00:00+02:00,5541.437557,0.57,1580.3,267.2
04-30 23:00:00+02:00,5329.089433,0.57,1702,291.2
05-01 00:00:00+02:00,5205.59786,0.57,1539,279.6
05-01 01:00:00+02:00,5159.405343,0.57,1289.2,276.2
05-01 02:00:00+02:00,5143.559086,0.57,924.4,249
05-01 03:00:00+02:00,5169.774842,0.57,778.2,314.4
05-01 04:00:00+02:00,5282.544685,0.57,803.5,338.6
05-01 05:00:00+02:00,5466.768168,333.78,828.7,423.2
05-01 06:00:00+02:00,5749.242628,866.44,839.1,620.8
05-01 07:00:00+02:00,5966.727711,1300.41,620,737.2
05-01 08:00:00+02:00,6216.621172,1490.7,279.11,696.6
05-01 09:00:00+02:00,6379.642393,1532.4,157.01,712.8
05-01 10:00:00+02:00,6479.61509,1722,33.52,761.6
05-01 11:00:00+02:00,6535.40433,1909.6,2.71,771.2
05-01 12:00:00+02:00,6567.250791,1931.2,8.11,873.4
05-01 13:00:00+02:00,6517.494832,1651.9,22.72,860.6
05-01 14:00:00+02:00,6458.783652,1206.6,22.02,859.8
05-01 15:00:00+02:00,6370.194399,1267.32,20.22,854.8
05-01 16:00:00+02:00,6204.769195,798.87,19.11,856.8
05-01 17:00:00+02:00,6128.728183,119.52,86.31,855.6
05-01 18:00:00+02:00,6362.195933,0.57,65.41,832
05-01 19:00:00+02:00,6558.554517,0.57,42,743.8
05-01 20:00:00+02:00,6281.379217,0.57,8.61,564
05-01 21:00:00+02:00,5835.956488,0.57,28.71,475
05-01 22:00:00+02:00,5477.027321,0.57,37.2,235
05-01 23:00:00+02:00,5284.871397,0.57,5.72,227.2
05-02 00:00:00+02:00,5068.435168,0.57,2.22,251.8
05-02 01:00:00+02:00,5000.139033,0.57,1.42,264.4
05-02 02:00:00+02:00,4976.027624,0.57,45.01,241.2
05-02 03:00:00+02:00,5024.422056,0.57,47.62,357.8
05-02 04:00:00+02:00,5168.075648,0.57,43.62,453.8
05-02 05:00:00+02:00,5357.027333,417.25,71.62,496.4
05-02 06:00:00+02:00,5584.915098,965.37,101.92,649
05-02 07:00:00+02:00,5735.029577,1434.9,73.62,622.4
05-02 08:00:00+02:00,5852.437285,1755,42.83,694.4
05-02 09:00:00+02:00,5950.966214,2076.5,39.62,717.4
05-02 10:00:00+02:00,6017.105721,2302.6,38.32,781.2
05-02 11:00:00+02:00,6054.267367,2523.5,37.52,779
05-02 12:00:00+02:00,6085.448579,2551.4,30.32,784.2
05-02 13:00:00+02:00,6118.372911,2449.6,23.02,775
05-02 14:00:00+02:00,6125.527401,2257.3,20.42,803.4
05-02 15:00:00+02:00,6136.892781,1820.2,32.92,802
05-02 16:00:00+02:00,6115.613915,1207.7,14.92,832.6
05-02 17:00:00+02:00,6050.733006,301.16,44.51,863.2
05-02 18:00:00+02:00,6166.090565,0.57,85.41,768.2
05-02 19:00:00+02:00,6220.554513,0.57,68.81,735.6
05-02 20:00:00+02:00,6066.52573,0.57,123.61,589.6
05-02 21:00:00+02:00,5832.154582,0.57,101,411.4
05-02 22:00:00+02:00,5560.315036,0.57,106.61,243.6
05-02 23:00:00+02:00,5328.672104,0.57,47.11,224.8
05-03 00:00:00+02:00,5168.994956,0.57,47.51,360
05-03 01:00:00+02:00,5073.342798,0.57,62.82,262.4
05-03 02:00:00+02:00,5022.448896,0.57,78.92,307
05-03 03:00:00+02:00,5007.655683,0.57,60.1,295
05-03 04:00:00+02:00,5042.450585,0.57,77.5,349.8
05-03 05:00:00+02:00,5034.483332,425.94,169.5,360.6
05-03 06:00:00+02:00,5176.487419,978.83,170,476.4
05-03 07:00:00+02:00,5403.694512,1450.6,278.8,562.6
05-03 08:00:00+02:00,5607.855242,1756.2,366.8,646.2
05-03 09:00:00+02:00,5787.288537,2106.9,307.7,753.6
05-03 10:00:00+02:00,5886.607378,2413.3,373.6,735.2
05-03 11:00:00+02:00,5957.322279,2566.3,266.7,754.4
05-03 12:00:00+02:00,5990.196126,2563.6,312.6,796.4
05-03 13:00:00+02:00,6048.474957,2457,215.7,801.8
05-03 14:00:00+02:00,6103.401313,2242.3,516.7,783.8
05-03 15:00:00+02:00,6157.050931,1829.1,548.5,777.8
05-03 16:00:00+02:00,6168.672843,1212.9,510.3,695.4
05-03 17:00:00+02:00,6113.903731,306.08,440.1,643.2
05-03 18:00:00+02:00,6169.87084,0.57,541.5,632.8
05-03 19:00:00+02:00,6251.91239,0.57,626.1,589.8
05-03 20:00:00+02:00,6090.840577,0.57,547.8,416.6
05-03 21:00:00+02:00,5865.514362,0.57,677.9,463
05-03 22:00:00+02:00,5591.459892,0.57,1155.1,366.6
05-03 23:00:00+02:00,5352.384647,0.57,1693.9,346.8
05-04 00:00:00+02:00,5169.06519,0.57,1569.2,259
05-04 01:00:00+02:00,5056.876639,0.57,1830.2,269.2
05-04 02:00:00+02:00,4991.986662,0.57,1844,288.8
05-04 03:00:00+02:00,4967.967223,0.57,1698.4,356.8
05-04 04:00:00+02:00,4957.670389,0.57,1758,455.6
05-04 05:00:00+02:00,4925.006068,413.63,1706.5,459.8
05-04 06:00:00+02:00,5045.168318,1050.52,1538.5,672.6
05-04 07:00:00+02:00,5254.894784,1675.4,1316.3,721
05-04 08:00:00+02:00,5497.282719,2084.3,911,736.2
05-04 09:00:00+02:00,5695.316698,2339.5,690.9,727
05-04 10:00:00+02:00,5884.703801,2500.3,655.2,678.8
05-04 11:00:00+02:00,6029.582605,2575.4,604.3,663.6
05-04 12:00:00+02:00,6160.415362,2543.5,469.8,772.2
05-04 13:00:00+02:00,6289.857104,2422.3,351.6,816.8
05-04 14:00:00+02:00,6383.863077,2217.1,331.8,823.8
05-04 15:00:00+02:00,6456.266835,1841.2,277.6,821.8
05-04 16:00:00+02:00,6443.972944,1222.7,254.3,824
05-04 17:00:00+02:00,6332.340829,202.37,157.2,781
05-04 18:00:00+02:00,6397.535392,0.57,120,678.6
05-04 19:00:00+02:00,6495.765793,0.57,120.5,573.6
05-04 20:00:00+02:00,6285.168482,0.57,208.4,446.8
05-04 21:00:00+02:00,5964.685187,0.57,274.4,436.6
05-04 22:00:00+02:00,5614.317126,0.57,612.9,270
05-04 23:00:00+02:00,5398.244022,0.57,606.6,248
05-05 00:00:00+02:00,5213.759174,0.57,469,282.4
05-05 01:00:00+02:00,5118.217165,0.57,307.32,276.6
05-05 02:00:00+02:00,5068.641418,0.57,116.81,237.6
05-05 03:00:00+02:00,5090.207583,0.57,154.41,249
05-05 04:00:00+02:00,5215.99498,0.57,504.41,234.6
05-05 05:00:00+02:00,5396.340229,425.83,1008.3,405.4
05-05 06:00:00+02:00,5664.078307,1107.42,1328.4,625.8
05-05 07:00:00+02:00,5919.719486,1634.6,1021.8,707.6
05-05 08:00:00+02:00,6168.069769,2045.5,827.6,695
05-05 09:00:00+02:00,6406.709995,2353,842.2,690.4
05-05 10:00:00+02:00,6597.687787,2481.8,859.2,704.4
05-05 11:00:00+02:00,6764.54315,2543.9,1072.4,791.6
05-05 12:00:00+02:00,6937.152255,2464.5,1319,806
05-05 13:00:00+02:00,7083.193453,2335.6,1301.7,816.4
05-05 14:00:00+02:00,7118.114034,2097.8,1245.3,812.6
05-05 15:00:00+02:00,7132.815197,1826.7,1303.4,792.6
05-05 16:00:00+02:00,7111.078194,1208.4,1688,817.8
05-05 17:00:00+02:00,6953.154495,312.66,2139.4,825.2
05-05 18:00:00+02:00,6948.686179,0.57,2157.4,756.6
05-05 19:00:00+02:00,6972.235786,0.57,1982.1,679.4
05-05 20:00:00+02:00,6672.241396,0.57,1799.3,489
05-05 21:00:00+02:00,6230.322506,0.57,1928.7,371.8
05-05 22:00:00+02:00,5823.389468,0.57,1910.6,215.6
05-05 23:00:00+02:00,5546.047315,0.57,1749.1,203.8
05-06 00:00:00+02:00,5348.970988,0.57,1744.4,268.4
05-06 01:00:00+02:00,5230.283936,0.57,1713,275.8
05-06 02:00:00+02:00,5174.300838,0.57,1646.1,272.4
05-06 03:00:00+02:00,5195.419596,0.57,1581.5,266.6
05-06 04:00:00+02:00,5334.059673,0.57,1445.9,295.8
05-06 05:00:00+02:00,5526.249244,423.72,1366.7,338.4
05-06 06:00:00+02:00,5807.140174,1109.22,1278.5,457.6
05-06 07:00:00+02:00,6050.651462,1685.6,867.7,554.2
05-06 08:00:00+02:00,6277.174348,2139.1,440.5,587.4
05-06 09:00:00+02:00,6514.438577,2402.7,267.41,583
05-06 10:00:00+02:00,6723.064672,2561.9,205.42,601.4
05-06 11:00:00+02:00,6849.29426,2624.5,224.52,651.4
05-06 12:00:00+02:00,6964.166935,2605.2,229.51,745.6
05-06 13:00:00+02:00,7238.119693,2474.3,253.2,787.4
05-06 14:00:00+02:00,7282.241819,2218.3,230.41,795.2
05-06 15:00:00+02:00,7330.08601,1860.9,204.11,841.6
05-06 16:00:00+02:00,7208.706895,1238.4,191.01,841.2
05-06 17:00:00+02:00,7024.098964,326.76,95.9,843.8
05-06 18:00:00+02:00,7017.190827,0.57,53.3,834.2
05-06 19:00:00+02:00,7019.190188,0.57,35.32,788.8
05-06 20:00:00+02:00,6728.424711,0.57,26.12,593
05-06 21:00:00+02:00,6267.040783,0.57,12.42,548.8
05-06 22:00:00+02:00,5855.486021,0.57,22.82,392.8
05-06 23:00:00+02:00,5574.341787,0.57,16.42,250
05-07 00:00:00+02:00,5371.724835,0.57,43.11,250.4
05-07 01:00:00+02:00,5271.324032,0.57,179.22,236.4
05-07 02:00:00+02:00,5209.656274,0.57,333.61,240
05-07 03:00:00+02:00,5243.359335,0.57,369.41,225.4
05-07 04:00:00+02:00,5372.905708,0.57,435.01,316.8
05-07 05:00:00+02:00,5571.036736,432.13,506.22,386.4
05-07 06:00:00+02:00,5796.708401,1141.4,596.62,587.8
05-07 07:00:00+02:00,5976.95165,1647.9,565.32,757.6
05-07 08:00:00+02:00,6181.343458,2132.5,222.72,787.4
05-07 09:00:00+02:00,6417.489734,2410.7,194.61,784.8
05-07 10:00:00+02:00,6583.65409,2571.4,218.9,799.6
