,ENSCost,CO2Cost,SBase,ReferenceNode,TimeStep,UpReserveActivation,DwReserveActivation,MinRatioDwUp,MaxRatioDwUp
Parameters,10000,50,100,Valladolid,4,0.25,0.3,0,1
